Chapter 15: Machinery and Large-Scale Industry 1.	DREIZEHNTES KAPITEL.	ch15_clean.en-ch15_clean.de
Workers stream in their thousands into the towns of Lancashire and Yorkshire, are driven back by the military, and their leaders brought to trial at Lancaster; 1842, great misery; 1844, revival; 1845, great prosperity; 1846, continued improvement at first, then reaction.	1845 große Prosperität. 1846 erst fortdauernder Aufschwung, dann Symptome der Reaktion. Widerruf der Korngesetze.	ch15_clean.en-ch15_clean.de
Repeal of the Corn Laws; 1847, crisis, general reduction of wages by 10 and more per cent in honour of the ‘big loaf’;* 1848, continued depression; Manchester under military protection; 1849, revival; 1850, prosperity; 1851, falling prices, low wages, frequent strikes; 1852, the situation begins to improve, strikes continue, the manufacturers threaten to import workers from abroad; 1853, increasing exports.	1847 Krise. Allgemeine Herabsetzung der Löhne um 10 und mehr Prozent zur Feier des "big loaf". 1848 fortdauernder Druck. Manchester unter militärischem Schutz. 1849 Wiederaufleben. 1850 Prosperität. 1851 fallende Warenpreise, niedrige Löhne, häufige strikes. 1852 beginnende Verbeßrung. Fortdauer der strikes, Fabrikanten drohn mit Import fremder Arbeiter. 1853 steigende Ausfuhr.	ch15_clean.en-ch15_clean.de
Strike for three months, and great misery at Preston; 1854, prosperity, glutted markets; 1855, news of bankruptcies streams in from the United States, Canada and the markets of the Far East; 1856, great prosperity; 1857, crisis; 1858, improvement; 1859, great prosperity, increase in factories; 1860, zenith of the English cotton trade, the Indian, Australian and other markets so glutted with goods that even in 1863 they had not absorbed the whole lot; the French Treaty of Commerce, enormous growth of factories and machinery; 1861, prosperity continues for a time, reaction, the American Civil War, cotton famine; 1862 to 1863, complete collapse.	Achtmonatlicher strike und großes Elend zu Preston. 1854 Prosperität, Überfüllung der Märkte. 1855 Berichte von Bankerotten strömen ein aus den Vereinigten Staaten, Kanada, ostasiatischen Märkten. 1856 große Prosperität. 1857 Krise.	ch15_clean.en-ch15_clean.de
The history of the cotton famine is too typical for us not to dwell on it for a moment.	1858 Verbeßrung. 1859 große Prosperität, Zunahme der Fabriken.	ch15_clean.en-ch15_clean.de
From indications as to conditions in the world market in 1860 and 1861, we see that the cotton famine came in the nick of time for the manufacturers, and was to some extent advantageous to them, a fact acknowledged in the reports of the Manchester Chamber of Commerce, proclaimed in Parliament by Palmerston and Derby, and confirmed by events.	1860 Zenit der englischen Baumwollindustrie. Indische, australische und andre Märkte so überführt, daß sie noch 1863 kaum den ganzen Quark absorbiert haben. Französischer Handelsvertrag. Enormes Wachstum von Fabriken und Maschinerie.	ch15_clean.en-ch15_clean.de
Of course, among the 2, cotton mills in the United Kingdom in 1861 there were many small ones.	1861 Aufschwung dauert Zeitlang fort, Reaktion, Amerikanischer Bürgerkrieg, Baumwollnot.	ch15_clean.en-ch15_clean.de
	1862 bis 1863 vollständiger Zusammenbruch.	ch15_clean.en-ch15_clean.de
	Die Geschichte der Baumwollnot ist zu charakteristisch, um nicht einen Augenblick dabei zu verweilen.	ch15_clean.en-ch15_clean.de
	Aus den Andeutungen der Zustände des Weltmarkts 1860 bis 1861 ersieht man, daß die Baumwollnot den Fabrikanten gelegen kam und zum Teil vorteilhaft war, eine Tatsache, anerkannt in Berichten der Manchester Handelskammer, im Parlament proklamiert von Palmerston und Derby, durch die Ereignisse bestätigt.	ch15_clean.en-ch15_clean.de
	Allerdings gab es 1861 unter den 2.887 Baumwollfabriken des Vereinigten Königreichs viel kleine.	ch15_clean.en-ch15_clean.de
	Nach dem Bericht des Fabrikinspektors A. Redgrave, dessen Verwaltungsbezirk von jenen 2887 Fabriken 2109 einschließt, Fünfjährige Perioden und Jahr 1866 1831-1835 1836-1840 1841-1845 1846-1850 1851-1855 1856-1860 1861-1865 1866 Jährlicher Durchschnitt. Import Qrs.	ch15_clean.en-ch15_clean.de
	1.096.373 2.389.729 2.843.865 8.776.552 8.345.237 10.913.612 15.009.871 16.457.340 Jahresdurchschnitt.	ch15_clean.en-ch15_clean.de
	Export Qrs. 225.263 251.770 139.056 155.461 307.491 341.150 302.754 216.218 Überschuß von Import über Export der Durchschnittsjahre.	ch15_clean.en-ch15_clean.de
	871.110 2.137.959 2.704.809 8.621.091 8.037.746 10.572.462 14.707.117 216.218 Population.	ch15_clean.en-ch15_clean.de
	Jährliche Durchschnittszahl in jeder Periode. 24.621.107 25.929.507 27.262.569 27.797.598 27.572.923 28.391.544 29.381.760 29.935.404 Durchschnitts- quantum von Korn etc. in Qrs., jährlich verzehrt per Individuum, bei gleicher Teilung unter die Bevölkerung, im Überschuß über die heimische Produktion.	ch15_clean.en-ch15_clean.de
According to the report of the factory inspector, Mr A. Redgrave, 392 out of the 2, mills included in his district, or 19 per cent, employed less than 10 horse-power each; 345, or 16 per cent, employed between 10 and 20 horse-power; while 1, employed upwards of 20 horse-power.	0,036 0,082 0,099 0,310 0,291 0,372 0,501 0,543 wendeten von letztren 392 oder 19% nur unter 10 Dampf-Pferdekraft an, 345 oder 16% 10 und unter 20, 1.372 dagegen 20 und mehr Pferdekraft.	ch15_clean.en-ch15_clean.de
The majority of the small mills were weaving sheds built during the period of prosperity after 1858, for the most part by speculators, of whom one supplied the yarn, another the machinery, a third the buildings, and they were run by men who had been overseers, or by other persons of small means.	Die Mehrzahl der kleinen Fabriken waren Webereien, während der Prosperitätsperiode seit 1858 errichtet, meist durch Spekulanten, wovon der eine das Garn, der andre die Maschinerie, der dritte die Baulichkeit lieferte, unter dem Betrieb ehemaliger overlookers oder andrer unbemittelter Leute.	ch15_clean.en-ch15_clean.de
These small manufacturers mostly went to the wall.	Diese kleinen Fabrikanten gingen meist unter.	ch15_clean.en-ch15_clean.de
The same fate would have overtaken them in the commercial crisis which was staved off only by the cotton famine.	Dasselbe Schicksal hätte ihnen die durch das Baumwollpech verhinderte Handelskrise bereitet.	ch15_clean.en-ch15_clean.de
Although they formed one-third of the total number of manufacturers, their mills absorbed much less than a third of the capital invested in the cotton trade.	Obgleich sie 1/3 der Fabrikantenzahl bildeten, absorbierten ihre Fabriken einen ungleich geringeren Teil des in der Baumwollindustrie angelegten Kapitals.	ch15_clean.en-ch15_clean.de
As to the extent of the stoppage, it appears from authentic estimates that in October 1862, 60· per cent of the spindles, and 58 per cent of the looms, were at a standstill.	Was den Umfang der Lähmung betrifft, so standen nach den authentischen Schätzungen im Oktober 1862 60,3% der Spindeln und 58% der Webstühle still.	ch15_clean.en-ch15_clean.de
This refers to the cotton trade as a whole, and of course requires considerable modification for individual districts.	Dies bezieht sich auf den ganzen Industriezweig und war natürlich sehr modifiziert in den einzelnen Distrikten.	ch15_clean.en-ch15_clean.de
Very few mills worked full time ( hours a week); all the others worked at intervals.	Nur sehr wenige Fabriken arbeiteten volle Zeit (60 Stunden per Woche), die übrigen mit Unterbrechungen.	ch15_clean.en-ch15_clean.de
Even in those few cases where full time was worked, and at the customary piece-rate, the weekly wages of the workers necessarily shrank, because good cotton was replaced by bad, Sea Island by Egyptian (in fine-spinning mills), American and Egyptian by Surat (Indian) and pure cotton by a mixture of waste and Surat.	Selbst für die wenigen Arbeiter, die volle Zeit und zu dem gewohnten Stücklohn beschäftigt, schmälerte sich notwendig der Wochenlohn infolge der Ersetzung beßrer Baumwolle durch schlechtre, der Sea Island durch ägyptische (in Feinspinnereien), amerikanischer und ägyptischer durch Surat (ostindisch) und reiner Baumwolle durch Mischungen von Baumwollabfall mit Surat.	ch15_clean.en-ch15_clean.de
The shorter fibre of the Surat cotton and its dirty condition, the greater fragility of the thread, the substitution of all sorts of heavy ingredients for flour in sizing the warps, all these things lessened the speed of the machinery, or the number of looms that could be superintended by one weaver, increased the amount of labour necessitated by defects in the machinery, and reduced the piece-wage by reducing the amount of the product actually leaving the mill.	Die kürzre Fiber der Suratbaumwolle, ihre schmutzige Beschaffenheit, die größre Brüchigkeit der Fäden, der Ersatz des Mehls durch alle Art schwerer Ingredienzien beim Schlichten des Kettengarns usw. verminderten die Geschwindigkeit der Maschinerie oder die Zahl der Webstühle, die ein Weber überwachen konnte, vermehrten die Arbeit mit den Irrtümern der Maschine und beschränkten mit der Produktenmasse den Stücklohn.	ch15_clean.en-ch15_clean.de
Where Surat cotton was used, the loss to the workers when on full time amounted to 20 per cent, 30 per cent or more.	Beim Gebrauch von Surat und mit voller Beschäftigung belief sich der Verlust des Arbeiters auf 20, 30 und mehr Prozent.	ch15_clean.en-ch15_clean.de
But on top of this, the majority of the manufacturers reduced the piece-rate by 5, 7 1/ and 10 per cent.	Die Mehrzahl der Fabrikanten setzte aber auch die Rate des Stücklohns um 5, 71/2 und 10 Prozent herab.	ch15_clean.en-ch15_clean.de
We can therefore grasp the situation of these workers employed for only 3, 3 1/ or 4 days a week, or for only 6 hours a day.	Man begreift daher die Lage der nur 3, 31/2, 4 Tage wöchentlich oder nur 6 Stunden per Tag Beschäftigten.	ch15_clean.en-ch15_clean.de
Even in 1863, after a comparative improvement had set in, the weekly wages of spinners and weavers were 3s.	Nachdem schon eine relative Verbeßrung eingetreten war, 1863, für Weber, Spinner usw. Wochenlöhne von 3 sh.	ch15_clean.en-ch15_clean.de
4d., 3s.	4 d., 3 sh.	ch15_clean.en-ch15_clean.de
10d., 4s.	10 d., 4 sh.	ch15_clean.en-ch15_clean.de
6d. and 5s.	6 d., 5 sh.	ch15_clean.en-ch15_clean.de
1d. Even in this miserable state of affairs, however, the inventive spirit of the manufacturer did not stand still, but was exercised in making deductions from wages.	1 d. usw. Selbst unter diesen qualvollen Zuständen stand der Erfindungsgeist des Fabrikanten in Lohnabzügen nicht still.	ch15_clean.en-ch15_clean.de
These were to some extent inflicted as a penalty for defects in the finished article that were really due to his own bad cotton and his unsuitable machinery.	Diese wurden zum Teil verhängt als Strafe für die seiner schlechten Baumwolle, unpas- senden Maschinerie usw. geschuldeten Fehler des Machwerks.	ch15_clean.en-ch15_clean.de
Moreover, where the manufacturer owned the workers’ cottages, he paid himself his rents by deducting the amount from these miserable wages.	Wo der Fabrikant aber Eigentümer der cottages der Arbeiter, vergütete er sich selbst für Hausrente durch Abzüge vom nominellen Arbeitslohn.	ch15_clean.en-ch15_clean.de
Mr Redgrave tells us of self-acting minders (i.e. workers in charge of a pair of self-acting mules) ‘earning at the end of a fortnight’s full work 8s.	Fabrikinspektor Redgrave erzählt von selfacting minders (sie überwachen ein Paar selfacting mules), die "am Ende vierzehntägiger voller Arbeit 8 sh.	ch15_clean.en-ch15_clean.de
11d., and… from this sum was deducted the rent of the house, the manufacturer, however, returning half the rent as a gift.	11 d. verdienten, und von dieser Summe wurde die Hausrente abgezogen, wovon der Fabrikant jedoch die Hälfte als Geschenk zurückgab, so daß die minders volle 6 sh. 11 d. nach Hause trugen.	ch15_clean.en-ch15_clean.de
The minders took away the sum of 6s. lid.	Der Wochenlohn der Weber rangierte von 2 sh.	ch15_clean.en-ch15_clean.de
In many places the self-acting minders ranged from 5s. to 9s. per week, and the weavers from 2s. to 6s. per week, during the latter part of 1862.’	6 d. aufwärts während der Schlußzeit von 1862."	ch15_clean.en-ch15_clean.de
Even when short time was being worked, the rent was frequently deducted from the workers’ wages.	Selbst dann wurde die Hausmiete von den Löhnen häufig abgezogen, wenn die Hände nur kurze Zeit arbeiteten.	ch15_clean.en-ch15_clean.de
No wonder that in some parts of Lancashire a kind of famine fever broke out.	Kein Wunder, daß in einigen Teilen Lancashires eine Art Hungerpest ausbrach!	ch15_clean.en-ch15_clean.de
But more characteristic than all this was the revolution that took place in the production process at the expense of the workers.	Charakteristischer als alles dies aber war es, wie die Revolutionierung des Produktionsprozesses auf Kosten des Arbeiters vor sich ging.	ch15_clean.en-ch15_clean.de
Experimenta in corpore vili,* like those of anatomists on frogs, were actually being made here.	Es waren förmliche experimenta in corpore vili <Experimente an einem wertlosen Körper>, wie die der Anatomen an Fröschen.	ch15_clean.en-ch15_clean.de
‘Although,’ says Mr Redgrave, ‘I have given the actual earnings of the operatives in the several mills, it does not follow that they earn the same amount week by week.	"Obgleich ich", sagt Fabrikinspektor Redgrave, "die wirklichen Einnahmen der Arbeiter in vielen Fabriken gegeben habe, muß man nicht schließen, daß sie denselben Betrag Woche für Woche beziehn.	ch15_clean.en-ch15_clean.de
The operatives are subject to great fluctuation from the constant experimentalizing of the manufacturers… the earnings of the operatives rise and fall with the quality of the cotton mixings; sometimes they have been within 15 per cent of former earnings, and then, in a week or two, they have fallen off from 50 to 60 per cent.’	Die Arbeiter erliegen den größten Schwankungen wegen des beständigen Experimentierens (experimentalizing) der Fabrikanten ... ihre Einkünfte steigen und fallen mit der Qualität des Baumwollgemischs; bald nähern sie sich um 15% ihren frühren Einnahmen, und die nächste oder zweitfolgende Woche fallen sie um 50 bis 60%."	ch15_clean.en-ch15_clean.de
These experiments were not made just at the expense of the worker’s means of subsistence.	Diese Experimente wurden nicht nur auf Kosten der Lebensmittel der Arbeiter gemacht.	ch15_clean.en-ch15_clean.de
His five senses also had to pay the penalty.	Mit allen ihren fünf Sinnen hatten sie zu büßen.	ch15_clean.en-ch15_clean.de
‘The people who are employed in making up Surat cotton complain very much.	"Die im Öffnen der Baumwolle Beschäftigten unterrichten mich, daß der unerträgliche Gestank sie übel macht ...	ch15_clean.en-ch15_clean.de
They inform me, on opening the bales of cotton there is an intolerable smell, which causes sickness… In the mixing, scribbling and carding rooms, the dust and dirt which are disengaged, irritate the air passages, and give rise to cough and difficulty of breathing.	Den in den Misch-, Scribbling- <Krempel> und Kardierräumen Angewandten irritiert der freigesetzte Staub und Schmutz alle Kopföffnungen, erregt Husten und Schwierigkeit des Atmens ...	ch15_clean.en-ch15_clean.de
A disease of the skin, no doubt from the irritation of the dirt contained in the Surat cotton, also prevails… The fibre being so short, a great amount of size, both animal and vegetable, is used… Bronchitis is more prevalent owing to the dust.	Wegen der Kürze der Fiber wird dem Garn beim Schlichten eine große Menge Stoff zugesetzt, und zwar allerlei Substitute statt des früher gebrauchten Mehls.	ch15_clean.en-ch15_clean.de
Inflammatory sore throat is common, from the same cause.	Daher Übelkeit und Dyspepsie der Weber.	ch15_clean.en-ch15_clean.de
Sickness and dyspepsia are produced by the frequent breaking of the weft, when the weaver sucks the weft through the eye of the shuttle.’	Bronchitis herrscht vor wegen des Staubs, ebenso Halsentzündung, ferner eine Hautkrankheit infolge der Irritation der Haut durch den im Surat enthaltnen Schmutz."	ch15_clean.en-ch15_clean.de
On the other hand, these flour-substitutes were a Fortunatus’s pursef† to the manufacturers because they increased the weight of the yarn.	Andrerseits waren die Substitute des Mehls ein Fortunatussäckel für die Herrn Fabrikanten durch Vermehrung des Garngewichts.	ch15_clean.en-ch15_clean.de
They caused ‘ lb. of raw material to weigh 261b. after it was woven’.	Sie machten "15 Pfund Rohmaterial, wenn verwebt, 20 Pfund wiegen".	ch15_clean.en-ch15_clean.de
In the Reports of the Inspectors of Factories for the half-year ending 30 April 1864, we read the following: ‘The trade is availing itself of this resource at present to an extent which is even discreditable.	In dem Bericht der Fabrikinspektoren vom 30. April 1864 liest man: "Die Industrie verwertet diese Hilfsquelle jetzt in wahrhaft unanständigem Maß.	ch15_clean.en-ch15_clean.de
I have heard on good authority of a cloth weighing 8 lb. which was made of 5£ lb. cotton and 2 1/ lb. size; and of another cloth weighing 5 1/ lb., of which 2 lb. was size.	Ich weiß von guter Autorität, daß achtpfündiges Geweb von 5 1/4 Pfund Baumwolle und 2 3/4 Pfund Schlichte gemacht wird. Ein andres 5 1/4 pfündiges Geweb enthielt zwei Pfund Schlichte.	ch15_clean.en-ch15_clean.de
These were ordinary export shirtings.	Dies waren ordinäre Shirtings <Hemdenstoffe> für den Export.	ch15_clean.en-ch15_clean.de
In cloths of other descriptions, as much as 50 per cent size is sometimes added; so that a manufacturer may, and does truly boast, that he is getting rich by selling cloth for less money per pound than he paid for the mere yarn of which they [sic] are composed.’	In andren Arten wurden manchmal 50% Schlichte zugesetzt, so daß Fabrikanten sich rühmen können und sich auch wirklich rühmen, daß sie reich werden durch den Verkauf von Geweben für weniger Geld, als das nominell in ihnen enthaltne Garn kostet."	ch15_clean.en-ch15_clean.de
But the workers did not just have to suffer from the experiments of the manufacturers inside the mills, and of the municipalities outside, from reduced wages and absence of work, from want and from charity, and from the eulogies uttered in the Lords and the Commons.	Die Arbeiter aber hatten nicht nur unter den Experimenten der Fabrikanten in den Fabriken, und der Munizipalitäten außerhalb der Fabriken, nicht nur von Lohnherabsetzung und Arbeitslosigkeit, von Mangel und Almosen, von den Lobreden der Lords und Unterhäusler zu leiden.	ch15_clean.en-ch15_clean.de
‘Unfortunate females, in consequence of the cotton famine, were at its commencement thrown out of employment, and have thereby become outcasts of society; and now, though trade has revived, and work is plentiful, continue members of that unfortunate class, and are likely to continue so.	"Unglückliche Frauenzimmer, beschäftigungslos infolge der Baumwollnot, wurden Auswürflinge der Gesellschaft und blieben es ...	ch15_clean.en-ch15_clean.de
There are also in the borough more youthful prostitutes than I have known for the last twenty-five years.’	Die Zahl junger Prostituierten hat mehr zugenommen als seit den letzten 25 Jahren."	ch15_clean.en-ch15_clean.de
We find, then, in the first forty-five years of the English cotton industry, from 1770 to 1815, only five years of crisis and stagnation; but this was the period of monopoly.	Man findet also in den ersten 45 Jahren der britischen Baumwollindustrie, von 1770-1815, nur 5 Jahre der Krise und Stagnation, aber dies war die Periode ihres Weltmonopols.	ch15_clean.en-ch15_clean.de
The second period from 1815 to 1863 counts, during its forty-eight years, only twenty years of revival and prosperity against twenty-eight of depression and stagnation.	Die zweite, 48jährige Periode von 1815 bis 1863 zählt nur 20 Jahre des Wiederauflebens und der Prosperität auf 28 Jahre des Drucks und der Stagnation.	ch15_clean.en-ch15_clean.de
Between 1815 and 1830 competition with the continent of Europe and with the United States sets in.	Von 1815-1830 beginnt die Konkurrenz mit dem kontinentalen Europa und den Vereinigten Staaten.	ch15_clean.en-ch15_clean.de
After 1833, the extension of the Asiatic markets is enforced by ‘destruction of the human race’. * After the repeal of the Corn Laws, from 1846 to 1863, there are eight years of moderate activity and prosperity against nine years of depression and stagnation.	Seit 1833 wird Ausdehnung der asiatischen Märkte erzwungen durch "Zerstörung der Menschenrace". Seit Widerruf der Korngesetze, von 1846 bis 1863, auf acht Jahre mittlerer Lebendigkeit und Prosperität 9 Jahre Druck und Stagnation.	ch15_clean.en-ch15_clean.de
The situation of the adult male workers, even during the years of prosperity, may be judged from the appended note.	Die Lage der erwachsnen männlichen Baumwollarbeiter, selbst während der Prosperitätszeit, zu beurteilen aus der beigefügten Note.	ch15_clean.en-ch15_clean.de
8. THE REVOLUTIONARY IMPACT OF LARGE-SCALE INDUSTRY ON MANUFACTURE, HANDICRAFTS AND DOMESTIC INDUSTRY (a) Overthrow of Co-operation Based on Handicrafts and on the Division of Labour We have seen how machinery does away with co-operation based on handicrafts, and with manufacture based on the handicraft division of labour.	8. Revolutionierung von Manufaktur, Handwerk und Hausarbeit durch die große Industrie a) Aufhebung der auf Handwerk und Teilung der Arbeit beruhenden Kooperation Man hat gesehn, wie die Maschinerie die auf dem Handwerk beruhende Kooperation und die auf Teilung der handwerksmäßigen Arbeit beruhende Manufaktur aufhebt.	ch15_clean.en-ch15_clean.de
An example of the first sort is the reaping-machine; it replaces co-operation between reapers.	Ein Beispiel der ersten Art ist die Mähmaschine, sie ersetzt die Kooperation von Mähern.	ch15_clean.en-ch15_clean.de
A striking example of the second kind is the needle-making machine.	Ein schlagendes Beispiel der zweiten Art ist die Maschine zur Fabrikation von Nähnadeln.	ch15_clean.en-ch15_clean.de
According to Adam Smith, ten men in his time, using the system of the division of labour, made 48, sewing-needles every day.	Nach Adam Smith verfertigten zu seiner Zeit 10 Männer durch Teilung der Arbeit täglich über 48.000 Nähnadeln.	ch15_clean.en-ch15_clean.de
A single needle-making machine, however, makes 145, needles in a working day of 11 hours.	Eine einzige Maschine liefert dagegen 145.000 in einem Arbeitstag von 11 Stunden.	ch15_clean.en-ch15_clean.de
One woman or one girl superintends four such machines, and so produces nearly 600, needles in a day, and over 3,000, in a week.	Eine Frau oder ein Mädchen überwacht im Durchschnitt 4 solche Maschinen und produziert daher mit der Maschinerie täglich an 600.000, in der Woche über 3.000.000 Nähnadeln.	ch15_clean.en-ch15_clean.de
A single machine, when it takes the place of co-operation or of manufacture, may itself serve as the basis of an industry of a handicraft character.	Sofern eine einzelne Arbeitsmaschine an die Stelle der Kooperation oder der Manufaktur tritt, kann sie selbst wieder zur Grundlage handwerksmäßigen Betriebs werden.	ch15_clean.en-ch15_clean.de
But this reproduction of the handicraft system on the basis of machinery only forms a transition to the factory system which, as a rule, makes its appearance as soon as human muscles are replaced, for the purpose of driving the machines, by a mechanical motive power such as steam or water.	Indes bildet diese auf Maschinerie beruhende Reproduktion des Handwerkbetriebs nur den Übergang zum Fabrikbetrieb, der in der Regel jedesmal eintritt, sobald mechanische Triebkraft, Dampf oder Wasser, die menschlichen Muskeln in der Bewegung der Maschine ersetzt.	ch15_clean.en-ch15_clean.de
Here and there, but in any case only for a time, an industry may be carried on, on a small scale, by means of mechanical power.		ch15_clean.en-ch15_clean.de
This is effected by hiring steam power, as is done in some of the Birmingham trades, or by the use of small caloric engines, as in some branches of weaving. In the Coventry ribbon industry the experiment of ‘cottage factories’ was a quite natural and spontaneous development.	Sporadisch und ebenfalls nur vorübergehend kann kleiner Betrieb sich verbinden mit mechanischer Triebkraft durch Miete des Dampfs, wie in einigen Manufakturen Birminghams, durch Gebrauch kleiner kalorischer Maschinen, wie in gewissen Zweigen der Weberei usw. In der Seidenweberei zu Coventry entwickelte sich naturwüchsig das Experiment der "Cottage-Fabriken".	ch15_clean.en-ch15_clean.de
In the centre of a square surrounded by rows of cottages, an engine-house was built and the engine was connected by shafts with the looms in the cottages.	In der Mitte von Cottage-Reihen, quadratmäßig gebaut, wurde ein sog. Engine House <Maschinenhaus> errichtet für die Dampfmaschine und dies durch Schäfte mit den Webstühlen in den cottages verbunden.	ch15_clean.en-ch15_clean.de
In all cases the power was hired out at so much per loom.	In allen Fällen war der Dampf gemietet, z.B. zu 21/2 sh. per Webstuhl.	ch15_clean.en-ch15_clean.de
The rent was payable weekly, whether the looms were working or not.	Diese Dampfrente war wöchentlich zahlbar, die Webstühle mochten laufen oder nicht.	ch15_clean.en-ch15_clean.de
Each cottage held from two to six looms; some belonged to the weaver, some were bought on credit, some were hired.	Jede cottage enthielt 2-6 Webstühle, den Arbeitern gehörig, oder auf Kredit gekauft, oder gemietet.	ch15_clean.en-ch15_clean.de
The struggle between these cottage factories and the factory proper lasted over twelve years.	Der Kampf zwischen der Cottage-Fabrik und der eigentlichen Fabrik währte über 12 Jahre.	ch15_clean.en-ch15_clean.de
It ended with the complete ruin of the 300 cottage factories.	Er hat geendet mit dem gänzlichen Ruin der 300 cottage factories.	ch15_clean.en-ch15_clean.de
Wherever the nature of the process has not necessitated production on a large scale, the new industries that have sprung up in the last few decades, such as envelope making, steel pen making, etc., have, as a general rule, first passed through the handicraft stage, and then the manufacturing stage, as short phases of transition to the factory stage.	Wo die Natur des Prozesses nicht von vornherein Produktion auf großer Stufenleiter bedang, durchliefen in der Regel die in den letzten Dezennien neu aufkommenden Industrien, wie z.B. Briefkuvert-, Stahlfedermachen usw., erst den Handwerksbetrieb und dann den Manufakturbetrieb als kurzlebige Übergangsphasen zum Fabrikbetrieb.	ch15_clean.en-ch15_clean.de
The transition is very difficult in those cases where the production of the article by manufacture consists, not of a series of graduated processes, but of a great number of disconnected ones.	Diese Metamorphose bleibt dort am schwierigsten, wo die manufakturmäßige Produktion des Machwerks keine Stufenfolge von Entwicklungsprozessen, sondern eine Vielheit disparater Prozesse einschließt.	ch15_clean.en-ch15_clean.de
This circumstance formed a great hindrance to the establishment of steel pen factories.	Dies bildete z.B. ein großes Hindernis der Stahlfederfabrik.	ch15_clean.en-ch15_clean.de
Nevertheless, about fifteen years ago a machine was invented that automatically performed six separate operations at once.	Jedoch wurde schon vor ungefähr anderthalb Dezennien ein Automat erfunden, der 6 disparate Prozesse auf einen Schlag verrichtet.	ch15_clean.en-ch15_clean.de
The first steel pens were supplied by the handicraft system, in the year 1820, at £ 4s. the gross; in 1830 they were supplied by manufacture at 8s., and today the factory system supplies them at a wholesale price of from 2d. to 6d. the gross. (b) The Impact of the Factory System on Manufacture and Domestic Industries With the development of the factory system and the revolution in agriculture that accompanies it, production in all the other branches of industry not only expands, but also alters its character.	Das Handwerk lieferte die ersten 12 Dutzend Stahlfedern 1820 zu 7 Pfd.St. 4 sh., die Manufaktur lieferte sie 1830 zu 8 sh., und die Fabrik liefert sie heute dem Großhandel zu 2 bis 6 d. b) Rückwirkung des Fabrikwesens auf Manufaktur und Hausarbeit Mit der Entwicklung des Fabrikwesens und der sie begleitenden Umwälzung der Agrikultur dehnt sich nicht nur die Produktionsleiter in allen andren Industriezweigen aus, sondern verändert sich auch ihr Charakter.	ch15_clean.en-ch15_clean.de
The principle of machine production, namely the division of the production process into its constituent phases, and the solution of the problems arising from this by the application of mechanics, chemistry and the whole range of the natural sciences, now plays the determining role everywhere.	Das Prinzip des Maschinenbetriebs, den Produktionsprozeß in seine konstituierenden Phasen zu analysieren und die so gegebnen Probleme durch Anwendung der Mechanik, Chemie usw., kurz der Naturwissenschaften zu lösen, wird überall bestimmend.	ch15_clean.en-ch15_clean.de
Hence machinery penetrates into manufacture for one specialized process after another.	Maschinerie drängt sich daher bald für diesen, bald für jenen Teilprozeß in die Manufakturen.	ch15_clean.en-ch15_clean.de
The solid crystallization of a hierarchy of specialized processes, which arose from the old division of labour, ceases to exist; it is dissolved, and makes way for constant changes.	Die feste Kristallisation ihrer Gliederung, der alten Teilung der Arbeit entstammend, löst sich damit auf und macht fortwährendem Wechsel Platz.	ch15_clean.en-ch15_clean.de
Quite apart from this, a fundamental transformation takes place in the composition of the collective labourer or, in other words, the combined working personnel.	Abgesehn hiervon wird die Zusammensetzung des Gesamtarbeiters oder des kombinierten Arbeitspersonals von Grund aus umgewälzt.	ch15_clean.en-ch15_clean.de
In contrast with the period of manufacture, the division of labour is now based, wherever possible, on the employment of women, of children of all ages and of unskilled workers, in short, of ‘cheap labour’, as the Englishman typically describes it.	Im Gegensatz zur Manufakturperiode gründet sich der Plan der Arbeitsteilung jetzt auf Anwendung der Weiberarbeit, der Arbeit von Kindern aller Altersstufen, ungeschickter Arbeiter, wo es immer tubar, kurz der "cheap labour", wohlfeilen Arbeit, wie der Engländer sie charakteristisch nennt.	ch15_clean.en-ch15_clean.de
This is true not only for all large-scale production, whether machinery is employed or not, but also for the so-called domestic industries, whether carried on in the private dwellings of the workers, or in small workshops.	Dies gilt nicht nur für alle auf großer Stufenleiter kombinierte Produktion, ob sie Maschinerie anwende oder nicht, sondern auch für die sog. Hausindustrie, ob ausgeübt in den Privatwohnungen der Arbeiter oder in kleinen Werkstätten.	ch15_clean.en-ch15_clean.de
This modern ‘domestic industry’ has nothing except the name in common with old-fashioned domestic industry, the existence of which presupposes independent urban handicrafts, independent peasant farming and, above all, a dwelling-house for the worker and his family.	Diese sog. moderne Hausindustrie hat mit der altmodischen, die unabhängiges städtisches Handwerk, selbständige Bauernwirtschaft und vor allem ein Haus der Arbeiterfamilie voraussetzt, nichts gemein als den Namen.	ch15_clean.en-ch15_clean.de
That kind of industry has now been converted into an external department of the factory, the manufacturing workshop, or the warehouse.	Sie ist jetzt verwandelt in das auswärtige Departement der Fabrik, der Manufaktur oder des Warenmagazins.	ch15_clean.en-ch15_clean.de
